household_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,collection_date_1a,collection_time_1a,collector,femalea_unfed,femalea_bloodfed,femalea_hg,femalea_gravid,femalea_ud,femalea_total,femalea_total_archived,male_anopheles,femalec_unfed,femalec_bloodfed,femalec_hg,femalec_gravid,femalec_ud,femalec_total,femalec_archive,male_culicine,notes_1a,form_enterer,date_entered_1a,formchecker,date_checked_1a,ento_form_1a_immediately_processed_summary_complete
K02,june_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-06-13,,6,0,2,0,2,0,4,,0,62,60,95,44,3,264,,299,,3,2022-06-30,1,2022-06-30,2
K02,july_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-07-18,,7,0,0,0,0,0,0,,0,7,28,19,22,0,76,,45,,3,2022-07-19,2,2022-07-19,2
K02,july_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-07-25,,7,1,0,0,0,0,1,,1,7,21,7,21,0,56,,43,,4,2022-08-01,1,2022-08-01,2
K02,august_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-08-01,,6,0,0,0,0,0,0,,0,3,13,10,6,0,32,,13,,4,2022-08-04,1,2022-08-04,2
K02,august_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-08-22,,2,0,0,0,0,0,0,,0,1,8,1,4,0,14,,1,,4,2022-08-23,1,2022-08-23,2
K02,september_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-09-19,,8,0,0,0,0,0,0,,0,1,1,0,1,0,3,,5,,3,2022-09-23,1,2022-09-23,2
K02,september_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-09-12,,8,0,0,0,0,0,0,,0,2,9,9,0,0,20,,8,,3,2022-09-23,1,2022-09-23,2
K02,october_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-10-17,,4,0,0,1,0,0,1,,0,0,7,6,3,0,16,,2,,4,2022-10-19,1,2022-10-19,2
K02,october_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-10-24,,4,0,0,0,0,0,0,,0,6,12,13,6,1,38,,38,,11,2022-10-24,1,2022-11-02,2
K02,november_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-11-14,,2,0,0,0,0,0,0,,0,14,8,33,17,1,73,,25,,10,2022-11-15,1,2022-11-15,2
K02,november_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-11-21,,2,0,0,0,0,0,0,,0,11,34,8,37,0,90,,29,,12,2022-11-22,1,2022-11-22,2
K02,december_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-12-19,,3,0,0,0,0,0,0,,0,4,0,12,3,0,19,,18,,10,2022-12-19,1,2022-12-19,2
K03,january_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-01-20,,9,0,0,0,0,0,0,,0,5,1,0,2,0,8,,16,,3,2020-04-08,1,2020-04-08,2
K03,january_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-01-27,,9,0,0,0,0,0,0,,1,16,0,2,4,0,22,,66,,3,2020-04-08,1,2020-04-08,1
K03,february_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-02-03,,8,0,0,0,0,0,0,,0,11,0,4,3,0,18,,70,,3,2020-04-10,1,2020-04-10,1
K03,february_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-02-17,,8,0,0,0,0,0,0,,0,9,0,1,7,0,17,,45,,3,2020-04-14,1,2020-04-14,1
K03,february_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-02-24,,8,0,0,0,0,0,0,,0,10,2,2,5,0,19,,92,,3,2020-04-14,1,2020-04-14,1
K03,march_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-03-02,,4,0,0,0,0,0,0,,0,3,0,1,5,0,9,,50,,3,2020-04-28,1,2020-04-28,1
K03,march_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-03-16,,4,0,0,0,0,0,0,,0,4,0,3,8,2,17,,38,,3,2020-04-28,1,2020-04-28,1
K03,may_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-05-29,,9,0,0,0,0,0,0,,0,22,0,3,12,1,38,,128,,3,2020-06-04,1,2020-06-04,1
K03,june_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-06-15,,9,0,0,0,0,0,0,,0,14,2,5,6,2,29,,84,,3,2020-06-17,1,2020-06-17,1
K03,june_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-06-22,,5,0,0,0,0,0,0,,0,23,2,9,12,0,46,,97,,3,2020-06-30,1,2020-06-30,1
K03,july_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-07-06,,2,0,0,0,0,0,0,,0,6,2,1,7,0,16,,44,,3,2020-07-08,1,2020-07-08,1
K03,july_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-07-20,,6,1,0,0,0,0,1,,0,8,0,1,12,0,21,,79,,3,2020-07-22,1,2020-07-22,1
K03,july_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-07-27,,2,0,0,0,0,0,0,,1,16,5,3,8,0,32,,62,,3,2020-08-04,1,2020-08-04,1
K03,august_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-08-17,,7,0,0,0,0,0,0,,0,3,2,3,6,0,14,,11,,3,2020-08-28,1,2020-08-28,2
K03,august_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-08-24,,9,0,0,0,0,0,0,,0,0,1,1,1,0,3,,12,,3,2020-08-28,1,2020-08-28,2
K03,august_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-08-31,,2,0,0,0,0,0,0,,0,0,2,1,1,0,4,,3,,3,2020-09-02,1,2020-09-02,2
K03,september_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-09-14,,8,0,0,0,0,0,0,,0,0,1,1,0,0,2,,0,,3,2020-09-15,1,2020-09-15,2
K03,september_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-09-21,,8,0,1,0,0,0,1,,0,5,2,4,4,0,15,,10,,5,2020-09-23,1,2020-09-23,2
K03,october_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-10-05,,5,0,0,0,0,0,0,,0,12,5,6,19,0,42,,51,,3,2020-10-06,1,2020-10-06,2
K03,october_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-10-19,,5,0,0,0,0,0,0,,0,37,43,61,59,0,200,,207,,4,2020-10-21,1,2020-10-21,2
K03,october_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-10-26,,5,0,0,0,0,0,0,,0,89,40,61,58,0,248,,248,,5,2020-10-27,1,2020-10-27,2
K03,november_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-11-02,,4,0,0,1,0,0,1,,1,42,34,43,30,0,149,,284,,4,2020-11-03,1,2020-11-03,2
K03,november_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-11-16,,4,0,0,0,0,0,0,,0,21,10,11,32,4,78,,168,,3,2020-11-16,1,2020-11-16,2
K03,november_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-11-23,,2,0,0,0,0,0,0,,0,22,29,12,33,0,96,,117,,5,2020-11-25,1,2020-11-25,2
K03,november_2020_arm_1,ento_form_1a_immediately_processed_summary,4,2020-11-30,,6,0,0,0,0,0,0,,0,21,11,24,28,0,84,,145,,3,2020-11-30,1,2020-11-30,2
K03,december_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-12-14,,3,0,0,0,1,0,1,,0,27,4,16,21,4,72,,241,,4,2020-12-14,1,2020-12-14,2
K03,january_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-01-04,,7,0,0,0,0,0,0,,0,1,0,3,1,0,5,,14,,3,2021-01-07,1,2021-01-07,2
K03,january_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-01-18,,7,0,0,0,0,0,0,,0,2,1,12,9,0,24,,22,,3,2021-02-01,1,2021-02-01,2
K03,january_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-01-25,,7,0,0,0,0,0,0,,0,2,0,0,4,0,6,,6,,3,2021-02-01,1,2021-02-01,2
K03,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-02-15,,6,1,0,1,0,0,2,,0,0,0,0,1,0,1,,7,,4,2021-02-23,1,2021-02-23,2
K03,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-02-22,,6,1,0,0,0,0,1,,0,0,0,0,2,0,2,,4,,4,2021-02-23,1,2021-02-23,2
K03,march_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-03-15,,8,0,1,0,1,0,2,,0,0,0,0,0,0,0,,1,,3,2021-03-28,1,2021-03-28,2
K03,march_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-03-22,,8,0,0,0,0,0,0,,2,0,0,0,0,0,0,,1,,3,2021-03-28,1,2021-03-28,2
K03,march_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-03-29,,7,0,1,0,2,0,3,,1,2,0,0,0,0,2,,0,,3,2021-04-29,1,2021-04-29,2
K03,april_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-04-19,,3,0,0,0,0,0,0,,1,0,0,0,1,0,1,,1,,3,2021-04-25,1,2021-04-25,2
K03,april_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-04-26,,3,0,1,0,0,0,1,,0,5,2,7,9,0,23,,16,,5,2021-04-28,1,2021-04-28,2
K03,may_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-05-17,,7,4,1,0,2,0,7,,0,142,0,60,13,0,215,,245,,3,2021-09-03,1,2021-09-03,2
K03,may_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-05-24,,7,4,3,3,1,0,11,,4,105,10,19,72,0,206,,344,,3,2021-09-03,1,2021-09-03,2
K03,june_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-06-14,,7,0,1,0,0,0,1,,2,15,1,15,14,0,45,,57,,4,2021-07-01,1,2021-07-01,2
K03,june_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-06-21,,9,0,1,0,0,0,1,,0,12,7,8,9,0,36,,26,,6,2021-07-02,1,2021-07-02,2
K03,june_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-06-28,,9,0,0,0,0,0,0,,0,12,10,15,10,1,48,,24,,6,2021-07-05,1,2021-07-05,2
K03,july_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-07-19,,4,0,0,1,0,0,1,,0,5,4,0,3,0,12,,34,,6,2021-07-22,1,2021-07-22,2
K03,july_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-07-26,,4,0,0,0,0,0,0,,0,2,1,1,0,0,4,,6,,6,2021-08-02,1,2021-08-02,2
K03,august_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-08-16,,10,0,0,0,0,0,0,,1,0,2,2,1,0,5,,9,,6,2021-08-19,1,2021-08-19,2
K03,august_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-08-23,,10,0,0,0,0,0,0,,0,1,0,1,2,0,4,,2,,6,2021-08-31,1,2021-08-31,2
K03,august_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-08-30,,7,0,0,0,0,0,0,,0,8,0,1,0,0,9,,7,,6,2021-08-31,1,2021-08-31,2
K03,september_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-09-20,,6,0,0,0,0,0,0,,0,18,12,11,14,0,55,,27,,3,2021-09-27,1,2021-09-27,2
K03,september_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-09-27,,6,0,0,0,0,0,0,,0,38,37,6,31,0,112,,112,,3,2021-09-27,1,2021-09-27,2
K03,october_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-10-18,,2,0,0,0,0,0,0,,0,107,11,25,22,0,165,,2122,,3,2021-10-25,1,2021-10-25,2
K03,october_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-10-25,,2,0,0,0,0,0,0,,0,62,18,12,48,0,140,,220,,3,2021-10-25,1,2021-10-25,2
K03,november_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-11-22,,3,0,0,0,0,0,0,,0,25,7,3,11,0,46,,110,,3,2021-11-22,1,2021-11-22,2
K03,november_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-11-15,,3,0,0,0,0,0,0,,0,18,0,4,22,0,44,,63,,3,2021-11-22,1,2021-11-22,2
K03,december_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-12-20,,7,0,0,0,0,0,0,,0,13,10,6,11,0,40,,137,,3,2021-12-20,1,2021-12-20,2
K03,january_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-01-24,,9,0,0,0,0,0,0,,0,2,0,2,3,0,7,,19,,3,2022-01-24,1,2022-01-24,2
K03,january_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-01-17,,9,0,0,0,0,0,0,,0,1,1,1,0,0,3,,11,,3,2022-01-24,1,2022-01-24,2
K03,february_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-02-14,,4,0,0,0,0,0,0,,0,0,1,1,0,0,2,,5,,2,2022-02-16,1,2022-02-16,2
K03,february_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-02-21,,4,0,0,0,0,0,0,,0,1,0,0,1,0,2,,11,,3,2022-02-22,1,2022-02-22,2
K03,march_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-03-21,,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,,3,,3,2022-03-23,1,2022-03-23,2
K03,march_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-03-14,,2,0,0,0,0,0,0,,0,0,1,1,2,1,5,,8,,3,2022-03-23,1,2022-03-23,2
K03,march_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-03-28,,2,0,0,0,0,0,0,,0,0,1,0,0,0,1,,3,,3,2022-03-30,1,2022-03-30,2
K03,april_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-04-26,,6,0,0,0,0,0,0,,0,1,1,1,1,0,4,,3,,3,2022-04-26,1,2022-04-26,2
K03,april_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-04-04,,6,0,0,0,0,0,0,,0,1,0,0,2,0,3,,1,,3,2022-04-26,1,2022-04-26,2
K03,may_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-05-23,,7,0,2,0,0,0,2,,0,34,0,41,36,0,111,,221,,3,2022-05-30,1,2022-05-30,2
K03,may_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-05-16,,7,0,0,0,0,0,0,,0,48,1,107,40,0,196,,87,,3,2022-05-30,1,2022-05-30,2
K03,june_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-06-20,,8,0,0,0,0,0,0,,1,21,13,5,7,0,46,,68,,3,2022-06-30,1,2022-06-30,2
K03,june_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-06-13,,8,0,0,0,0,0,0,,0,60,0,31,30,0,121,,363,,3,2022-06-30,1,2022-06-30,2
K03,july_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-07-18,,9,0,1,0,0,0,1,,0,1,1,2,5,0,9,,8,,3,2022-07-19,1,2022-07-19,2
K03,july_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-07-25,,5,2,0,0,0,0,2,,0,15,5,1,3,0,24,,19,,4,2022-08-02,1,2022-08-02,2
K03,august_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-08-01,,5,0,0,0,0,0,0,,0,5,2,5,4,0,16,,25,,4,2022-08-04,1,2022-08-04,2
K03,august_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-08-22,,5,0,0,0,0,0,0,,0,2,0,2,2,0,6,,14,,4,2022-08-23,1,2022-08-23,2
K03,september_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-09-19,,4,0,0,0,1,0,1,,1,0,0,0,2,0,2,,19,,3,2022-09-23,1,2022-09-23,2
K03,october_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-10-17,,2,0,0,0,0,0,0,,1,0,3,1,6,0,10,,6,,4,2022-10-19,1,2022-10-19,2
K03,october_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-10-24,,2,0,0,0,0,0,0,,0,12,4,3,10,0,29,,27,,13,2022-10-24,1,2022-11-02,2
K03,november_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-11-14,,6,0,0,0,0,0,0,,0,20,9,8,28,0,65,,49,,10,2022-11-15,1,2022-11-15,2
K03,november_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-11-21,,6,0,0,0,0,0,0,,0,30,8,14,27,0,79,,58,,12,2022-11-22,1,2022-11-22,2
K03,december_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-12-19,,7,0,0,0,0,0,0,,0,3,0,6,5,0,14,,16,,10,2022-12-19,1,2022-12-19,2
K04,january_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-01-20,,9,0,0,0,0,0,0,,0,3,1,1,1,0,6,,26,,3,2020-04-08,1,2020-04-08,2
K04,january_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-01-27,,9,0,0,0,0,0,0,,0,5,16,18,6,0,45,,24,,3,2020-04-08,1,2020-04-08,2
K04,february_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-02-03,,8,0,0,0,0,0,0,,0,5,7,12,5,1,30,,34,,3,2020-04-10,1,2020-04-10,1
K04,february_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-02-17,,8,0,0,0,0,0,0,,0,10,11,32,14,0,67,,40,,3,2020-04-14,1,2020-04-14,1
K04,february_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-02-24,,8,0,0,0,0,0,0,,0,6,10,17,2,0,35,,76,,3,2020-04-14,1,2020-04-14,1
K04,march_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-03-02,,4,0,0,0,0,0,0,,0,6,1,8,9,1,25,,45,,3,2020-04-28,1,2020-04-28,1
K04,march_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-03-16,,4,0,0,0,0,0,0,,0,1,4,4,1,0,10,,6,,3,2020-04-28,1,2020-04-28,1
K04,june_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-06-15,,9,0,0,0,0,0,0,,0,4,18,2,6,0,30,,20,,3,2020-06-17,1,2020-06-17,1
K04,june_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-06-22,,9,0,0,0,0,0,0,,0,8,14,6,14,0,42,,64,,3,2020-06-30,1,2020-06-30,1
K04,july_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-07-06,,6,0,1,0,0,0,1,,0,5,12,23,8,0,48,,37,,3,2020-07-08,1,2020-07-08,1
K04,july_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-07-20,,6,0,0,0,0,0,0,,0,5,3,15,5,0,28,,15,,3,2020-07-22,1,2020-07-22,1
K04,july_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-07-27,,6,0,0,0,0,0,0,,0,5,7,8,4,0,24,,28,,3,2020-08-04,1,2020-08-04,1
K04,august_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-08-17,,7,0,0,0,1,0,1,,0,0,6,6,4,0,16,,8,,3,2020-08-28,1,2020-08-28,2
K04,august_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-08-24,,7,0,0,0,0,0,0,,0,3,2,4,3,0,12,,3,,3,2020-08-28,1,2020-08-28,2
K04,august_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-08-31,,8,0,0,0,0,0,0,,1,2,0,0,0,0,2,,1,,3,2020-09-02,1,2020-09-02,2
K04,september_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-09-14,,8,0,0,1,0,0,1,,0,4,0,5,4,0,13,,5,,3,2020-09-22,1,2020-09-22,2
K04,september_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-09-21,,2,0,1,0,0,0,1,,0,6,11,14,7,0,38,,23,,5,2020-09-23,1,2020-09-23,2
K04,october_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-10-05,,2,0,1,1,0,0,2,,0,7,35,9,14,0,65,,12,,3,2020-10-06,1,2020-10-06,2
K04,october_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-10-19,,5,0,1,1,0,0,2,,0,24,66,47,32,0,169,,94,,4,2020-10-21,1,2020-10-21,2
K04,october_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-10-26,,2,0,0,0,0,0,0,,0,29,31,10,29,0,99,,72,,5,2020-10-27,1,2020-10-27,2
K04,november_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-11-02,,4,0,0,0,0,0,0,,0,10,1,9,9,0,29,,46,,4,2020-11-03,1,2020-11-03,2
K04,november_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-11-16,,4,0,0,0,0,0,0,,0,6,1,3,2,0,12,,28,,3,2020-11-16,1,2020-11-16,2
K04,november_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-11-23,,4,0,0,0,0,0,0,,0,11,5,8,12,1,37,,28,,5,2020-11-25,1,2020-11-25,2
K04,november_2020_arm_1,ento_form_1a_immediately_processed_summary,4,2020-11-30,,3,0,0,0,0,0,0,,0,2,0,1,1,0,4,,8,,3,2020-11-30,1,2020-11-30,2
K04,december_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-12-14,,3,0,0,0,0,0,0,,1,4,2,4,3,1,14,,39,,4,2020-12-14,1,2020-12-14,2
K04,january_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-01-04,,2,0,0,0,1,0,1,,0,0,0,0,1,0,1,,10,,3,2021-01-07,1,2021-01-07,2
K04,january_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-01-18,,7,1,1,0,0,0,2,,1,0,7,3,10,0,20,,12,,3,2021-02-01,1,2021-02-01,2
K04,january_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-01-25,,7,0,0,0,0,0,0,,1,0,2,0,3,0,5,,7,,3,2021-02-01,1,2021-02-01,2
K04,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-02-15,,6,2,0,0,1,0,3,,1,2,0,1,0,0,3,,3,,4,2021-02-23,1,2021-02-23,2
K04,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-02-22,,6,1,0,0,1,0,2,,3,0,0,2,0,0,2,,0,,4,2021-02-23,1,2021-02-23,2
K04,march_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-03-15,,8,0,0,0,0,0,0,,1,0,0,0,0,0,0,,1,,3,2021-03-28,1,2021-03-28,2
K04,march_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-03-22,,8,0,0,0,1,0,1,,0,0,0,0,0,0,0,,0,,3,2021-03-28,1,2021-03-28,2
K04,march_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-03-29,,7,0,0,0,2,0,2,,0,0,0,0,0,0,0,,1,,3,2021-03-31,1,2021-03-31,2
K04,april_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-04-19,,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2021-04-25,1,2021-04-25,2
K04,april_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-04-26,,3,0,0,0,1,0,1,,0,6,4,4,6,0,20,,0,,3,2021-09-03,1,2021-09-03,2
K04,may_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-05-17,,7,3,2,0,0,0,5,,2,62,1,5,8,0,76,,140,,5,2021-05-18,1,2021-05-18,2
K04,may_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-05-24,,7,3,1,0,1,0,5,,15,68,16,10,17,0,111,,151,,5,2021-06-08,1,2021-06-08,2
K04,june_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-06-14,,7,0,2,1,0,0,3,,2,9,0,11,8,0,28,,21,,4,2021-07-01,1,2021-07-01,2
K04,june_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-06-21,,9,0,0,0,0,0,0,,0,5,10,6,15,0,36,,20,,6,2021-07-02,1,2021-07-02,2
K04,june_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-06-28,,9,0,0,0,0,0,0,,0,4,5,8,3,0,20,,10,,6,2021-07-05,1,2021-07-05,2
K04,july_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-07-19,,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1,,6,2021-07-22,1,2021-07-22,2
K04,july_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-07-26,,4,0,0,0,0,0,0,,0,1,1,0,0,0,2,,1,,6,2021-08-02,1,2021-08-02,2
K04,august_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-08-16,,10,00,0,0,0,0,0,,0,0,0,1,1,0,2,,8,,6,2021-08-19,1,2021-08-19,2
K04,august_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-08-23,,10,0,0,0,0,0,0,,0,0,2,0,0,0,2,,2,,6,2021-08-31,1,2021-08-31,2
K04,august_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-08-30,,7,0,0,0,0,0,0,,0,2,0,0,2,0,4,,10,,6,2021-08-31,1,2021-08-31,2
K04,september_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-09-20,,6,0,0,0,0,0,0,,0,7,2,3,15,0,27,,27,,3,2021-09-27,1,2021-09-27,2
K04,september_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-09-27,,6,0,0,0,0,0,0,,0,23,0,3,9,0,35,,43,,3,2021-09-27,1,2021-09-27,2
K04,october_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-10-18,,2,0,0,0,0,0,0,,0,30,2,0,4,0,36,,61,,3,2021-10-25,1,2021-10-25,2
K04,october_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-10-25,,2,0,0,0,0,0,0,,0,17,1,0,12,0,30,,64,,3,2021-10-25,1,2021-10-25,2
K04,november_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-11-22,,3,0,0,0,0,0,0,,0,3,1,0,0,0,4,,17,,3,2021-11-22,1,2021-11-22,2
K04,november_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-11-15,,3,0,0,0,0,0,0,,0,18,0,14,20,1,53,,58,,3,2021-11-22,1,2021-11-22,2
K04,december_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-12-20,,7,0,0,0,0,0,0,,0,5,0,0,7,0,12,,40,,3,2021-12-20,1,2021-12-20,2
K04,january_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-01-24,,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2022-01-24,1,2022-01-24,2
K04,january_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-01-17,,9,0,0,0,0,0,0,,0,0,0,0,1,0,1,,6,,3,2022-01-24,1,2022-01-24,2
K04,february_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-02-14,,4,0,0,0,0,0,0,,0,0,0,0,2,0,2,,4,,3,2022-02-16,1,2022-02-16,2
K04,february_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-02-21,,4,0,0,0,0,0,0,,0,1,1,0,2,0,4,,11,,3,2022-02-22,1,2022-02-22,2
K04,march_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-03-21,,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2022-03-23,1,2022-03-23,2
K04,march_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-03-21,,2,0,0,0,0,0,0,,0,0,0,1,0,0,1,,3,,3,2022-03-23,1,2022-03-23,2
